"pid","PNUM","TASK","DATASET","data_order","timestamp","time_elapsed","technique","IXN","REP","rep_type","cell_content","rep_name"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1081120,"highlight_brush",TRUE,"barplot","CHART","alx.highlight_brush() + alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","barplot_avg_happi_brush4_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1095105,"highlight_brush",TRUE,"multiviewchart","CHART","alx.profile(df,vars=df.columns) & alx.highlight_brush() + alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","combined_profile_brush_bar2_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1149158,"highlight_brush",TRUE,"multiviewchart","CHART","alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","combined_profile_brush_bar3_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1196675,"highlight_brush",TRUE,"multiviewchart","CHART","alx.highlight_brush() + (alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200))","combined_profile_brush_bar4_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1217815,"highlight_brush",TRUE,"multiviewchart","CHART","alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.highlight_brush() + alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","combined_profile_brush_bar5_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1235801,"highlight_brush",TRUE,"multiviewchart","CHART","alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)","combined_profile_brush_bar6_lkin27js09bhappiness"
"lkin27js09b","P7","ixn","happiness","space-first",1.68e+12,1641859,"none",FALSE,"columns","TABLE","print(df.columns)","df_columns_print_lkin27js09bhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,37286,"none",FALSE,"dataframe","TABLE","df","df_view_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,89658,"none",FALSE,"describe","TABLE","df.info()","df_info_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,100502,"none",FALSE,"describe","TABLE","df.describe()","df_describe2_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,167209,"none",FALSE,"dataframe","TABLE","df","df_view2_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,243014,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='year',y='happinessScore')","alx_scatter_year_happiness_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,305788,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='year',y='logGDPPerCapita')","alx_scatter_year_logGDP_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,398017,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='year',y='logGDPPerCapita')","alx_joint_year_logGDP_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,435276,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='happinessScore',y='logGDPPerCapita')","alx_joint_happiness_logGDP_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,704204,"none",FALSE,"dataframe","TABLE","df","df_view4_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,709208,"none",FALSE,"dataframe","TABLE","df[df['year'] == 2008]","df_filtered_2008_3_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,724925,"none",FALSE,"scatterplot","CHART","alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')","jointplot_2008_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,741016,"none",FALSE,"scatterplot","CHART","dfx = df[df['year'] == 2014]
 alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')","jointplot_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,782953,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita')
 alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')","jointplot_2008_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,833911,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') & alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')","jointplot_combo_2008_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,867062,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') & alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')","jointplot_combo_3_2008_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,880161,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')","jointplot_combo_4_2008_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,914363,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')","jointplot_combo_5_2008_2014_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,990058,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2021,x='happinessScore',y='logGDPPerCapita')","jointplot_combo_2008_2021_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1068372,"none",FALSE,"dataframe","TABLE","df","df_view5_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1076113,"none",FALSE,"dataframe","TABLE","df","df_view6_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1121432,"none",FALSE,"describe","TABLE","pd.describe_option('display')
 

 df","pd_display_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1153399,"none",FALSE,"describe","TABLE","pd.describe_option('display')
 pd.set_option('display.max_rows', len(df))","set_display_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1160901,"none",FALSE,"dataframe","TABLE","pd.set_option('display.max_rows', len(df))
 df","set_display_and_view_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1288474,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') | alx.jointplot(df2021,x='generosity',y='corruption')","filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1333638,"none",FALSE,"scatterplot","CHART","df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') & alx.jointplot(df2021,x='generosity',y='corruption')","filter_and_jointplot_4_2008_2021_bjs827ee1uhappiness"
"bjs827ee1u","P6","static","happiness","happiness-first",1.68e+12,1493346,"none",FALSE,"dataframe","TABLE","df","df_view7_bjs827ee1uhappiness"
"j2719eertu2","P5","static","space","space-first",1.68e+12,9398,"none",FALSE,"dataframe","TABLE","df.head()","titanicDataFrame_head1_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,22070,"none",FALSE,"dataframe","TABLE","df.head()","titanicDataFrame_head2_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,96268,"none",FALSE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)","df_column_profile_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,209916,"none",FALSE,"describe","TABLE","df.describe()","dataframe_describe_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,273621,"none",FALSE,"dataframe","TABLE","df.isna()","dataframe_isna_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,406732,"none",FALSE,"columns","TABLE","import numpy as np
 df['log_roomservice'] = np.log(df['RoomService'])","RoomService_log_transform_withImport_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,537293,"none",FALSE,"profile","CHART","alx.profile(df.loc[df['survived'] == True],vars=columns) & alx.profile(df.loc[df['survived'] == False],vars=columns)","double_profile_survivors_nonSurvivors_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,931207,"none",FALSE,"pairplot","CHART","alx.pairplot(df[['RoomService', 'FoodCourt', 'ShoppingMall', 'Spa', 'VRDeck']])","pairplot_uppercaseColumns_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,1093802,"none",FALSE,"profile","CHART","alx.profile(df ,vars=cont_vars)","altair_profile_contVars_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,1202945,"none",FALSE,"heatmap","CHART","correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix)","correlation_heatmap_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,1366365,"none",FALSE,"barplot","CHART","survive_df = df[df['survived']]
 

 

 alx.countplot(df[df['survived']],x='CryoSleep') + alx.countplot(df[~df['survived']],x='CryoSleep').mark_bar(color='orange')","survivors_cryosleep_countplot_incomplete_j2719eertu2space"
"j2719eertu2","P5","static","space","space-first",1.68e+12,1395699,"none",FALSE,"barplot","CHART","survive_df = df[df['survived']]
 

 

 alx.countplot(df,x='CryoSleep') + alx.countplot(df[~df['survived']],x='CryoSleep').mark_bar(color='orange')","survivors_cryosleep_countplot_correct_j2719eertu2space"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,25719,"none",FALSE,"dataframe","TABLE","df.head()","dataframe_head_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,58421,"highlight_brush",TRUE,"profile","CHART","columns = df.columns # returns list of column names [""year"",""country""...]
 alx.highlight_brush() + alx.profile(df,vars=columns)","highlight_brush_with_profile_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,261264,"none",FALSE,"describe","TABLE","df.describe()","dataframe_description_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,349599,"none",FALSE,"heatmap","CHART","correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix)","correlation_heatmap_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,408526,"none",FALSE,"dataframe","TABLE","correlation_matrix","correlation_matrix_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,485022,"filter_brush",TRUE,"scatterplot","CHART","alx.filter_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore')","logGDP_happiness_scatterplot_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,503278,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore')","logGDP_happiness_hover_scatterplot_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,508991,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 7)","logGDP_happiness_hover_scatterplot_with_width_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,514005,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700)","logGDP_happiness_hover_scatterplot_larger_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,521638,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","logGDP_happiness_hover_scatterplot_square_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,677271,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='socialSupport',y='happinessScore', width = 700, height = 700)","socialSupport_happiness_hover_scatterplot_square_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,733128,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='socialSupport',y='happinessScore', width = 700, height = 700)","socialSupport_happiness_hover_scatterplot_square_duplicate_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,755780,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","logGDP_happiness_hover_scatterplot_square_2_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,779712,"highlight_point+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_point()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","logGDP_happiness_hover_point_scatterplot_square_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,831973,"tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_bursh()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","logGDP_happiness_hover_brush_scatterplot_square_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,836542,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","logGDP_happiness_hover_brush_scatterplot_square_2_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,869857,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='socialSupport',y='happinessScore', width = 700, height = 700) + alx.scatterplot(df.query("" (logGDPPerCapita>=5.50 and logGDPPerCapita<=6.10) and (happinessScore>=4.79 and happinessScore<=5.20) "")
  ,x='socialSupport',y='happinessScore', width = 700, height = 700).mark_circle(color='orange')","socialSupport_happiness_hover_brush_scatterplot_with_filter_duplicate_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,953197,"filter_slider+highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 700, height = 700)","yearFilter_logGDP_happiness_hover_brush_scatterplot_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,959646,"filter_slider+highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 500, height = 500)","yearFilter_logGDP_happiness_hover_brush_scatterplot_smaller_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1013658,"filter_slider+highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='freedom',y='happinessScore', width = 500, height = 500)","yearFilter_freedom_happiness_hover_brush_scatterplot_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1177780,"filter_slider+highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","scatter = alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='freedom',y='happinessScore', width = 500, height = 500) 
 

 profile = alx.profile(df)
 

 barplot = alx.barplot(df,x='country',y='happinessScore',sort='-y',width=500) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + (profile & scatter & barplot)","yearFilter_freedom_happiness_profile_barplot_combo_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1189356,"filter_slider+highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","scatter = alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='freedom',y='happinessScore', width = 500, height = 200) 
 

 profile = alx.profile(df)
 

 barplot = alx.barplot(df,x='country',y='happinessScore',sort='-y',width=500) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + (profile & scatter & barplot)","yearFilter_freedom_happiness_profile_barplot_combo_duplicate_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1230290,"filter_slider+highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","scatter = alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='freedom',y='happinessScore', width = 500, height = 200) 
 

 profile = alx.profile(df)
 

 barplot = alx.barplot(df,x='country',y='happinessScore',sort='-y',width=1000) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + (profile & scatter & barplot)","yearFilter_freedom_happiness_profile_barplot_combo_wider_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1379423,"filter_slider+highlight_brush+tooltip_hover",TRUE,"multiviewchart","CHART","scatter = alx.filter_slider(field='year') + alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='logGDPPerCapita',y='happinessScore', width = 500, height = 200) 
 

 profile = alx.profile(df)
 

 barplot = alx.barplot(df,x='country',y='happinessScore',sort='-y',width=1000) # sort descending by the height of the bars
 

 alx.highlight_brush() + alx.tooltip_hover() + alx.filter_slider(field='year') + (profile & scatter & barplot)","yearFilter_logGDP_happiness_profile_barplot_combo_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1579167,"highlight_brush+tooltip_hover",TRUE,"scatterplot","CHART","alx.tooltip_hover()+alx.highlight_brush()+alx.scatterplot(df,x='lifeExpectancy',y='happinessScore', width = 700, height = 700)","lifeExpectancy_happiness_hover_brush_scatterplot_square_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1593580,"none",FALSE,"dataframe","TABLE","df.query("" (lifeExpectancy>=49.97 and lifeExpectancy<=75.00) and (happinessScore>=2.04 and happinessScore<=8.21) "")","lifeExpectancy_happiness_query_j2719eertu2happiness"
"j2719eertu2","P5","ixn","happiness","space-first",1.68e+12,1596866,"none",FALSE,"dataframe","TABLE","df.query("" (lifeExpectancy>=50 and lifeExpectancy<=75.00) and (happinessScore>=2.04 and happinessScore<=8.21) "")","lifeExpectancy_happiness_query_rounded_j2719eertu2happiness"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,14629,"none",FALSE,"dataframe","TABLE","df","df_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,20498,"none",FALSE,"dataframe","TABLE","df.head()","df_head_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,59169,"none",FALSE,"info","TABLE","df.info()","df_info_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,463287,"none",FALSE,"describe","TABLE","survived.describe()","survived_describe_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,480715,"none",FALSE,"describe","TABLE","no_survive.describe()","no_survive_describe_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,627975,"none",FALSE,"barplot","CHART","alx.countplot(survived,x='survived',width=700)","alx_countplot_survived_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,637292,"none",FALSE,"barplot","CHART","alx.countplot(df,x='survived',width=700)","alx_countplot_df_width700_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,649921,"none",FALSE,"barplot","CHART","alx.countplot(df,x='survived')","alx_countplot_df_survived_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,729532,"none",FALSE,"describe","TABLE","survived.describe()[['RoomService', 'FoodCourt', 'ShoppingMall']]","survived_describe_roomservice_foodcourt_shoppingmall_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,1041640,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived',y='average(RoomService)')
 alx.barplot(data,x,y,color,group)","alx_barplot_df_survived_average_roomservice_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,1055120,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived',y='average(RoomService)')
 # alx.barplot(df,x,y,color,group)","alx_barplot_df_survived_average_roomservice_2_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,1075861,"none",FALSE,"barplot","CHART","alx.barplot(df,x='survived',y='average(FoodCourt)')","alx_barplot_df_survived_average_foodcourt_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,1129348,"none",FALSE,"barplot","CHART","alx.barplot(df,x='HomePlanet',y='average(FoodCourt)')","alx_barplot_df_homeplanet_average_foodcourt_92ghd48xespace"
"92ghd48xe","P4","ixn","space","happiness-first",1.68e+12,1160139,"none",FALSE,"barplot","CHART","alx.barplot(df,x='HomePlanet',y='average(RoomService)')","alx_barplot_df_homeplanet_average_roomservice_92ghd48xespace"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,5055,"none",FALSE,"dataframe","TABLE","df","df_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,11094,"none",FALSE,"dataframe","TABLE","df.head()","df_head_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,25862,"none",FALSE,"info","TABLE","df.info()","df_info_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,83237,"none",FALSE,"profile","CHART","alx.profile(df,vars=df.columns)","alx_profile_df_columns_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,108949,"none",FALSE,"describe","TABLE","df.describe()","df_describe_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,314947,"none",FALSE,"lineplot","CHART","# df.groupby('year').mean()['happinessScore']
 alx.lineplot(df,x='year',y='average(happinessScore)')","alx_lineplot_year_average_happinessscore_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,393583,"none",FALSE,"describe","TABLE","df.describe()","df_describe_2_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,592915,"none",FALSE,"info","TABLE","df.info()","df_info_2_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,669444,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='happinessScore',y='corruption')","alx_jointplot_happinessscore_corruption_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,702639,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='corruption',y='happinessScore')","alx_jointplot_corruption_happinessscore_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,754366,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='corruption',y='happinessScore')","alx_jointplot_corruption_happinessscore_2_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,809936,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')","alx_jointplot_logGDPPerCapita_happinessscore_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,1071664,"none",FALSE,"scatterplot","CHART","alx.jointplot(df,x='logGDPPerCapita',y='happinessScore')","alx_jointplot_logGDPPerCapita_happinessscore_2_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,1172473,"none",FALSE,"dataframe","TABLE","df.corr()","df_corr_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,1457935,"none",FALSE,"dataframe","TABLE","df[['country', 'lifeExpectancy']]","df_country_lifeExpectancy_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,1501803,"none",FALSE,"dataframe","TABLE","df[df['lifeExpectancy'] > 50][['country', 'lifeExpectancy']]","df_filter_lifeExpectancy_gt_50_country_lifeExpectancy_1_92ghd48xehappiness"
"92ghd48xe","P4","static","happiness","happiness-first",1.68e+12,1513332,"none",FALSE,"dataframe","TABLE","df[df['lifeExpectancy'] > 50][['country', 'lifeExpectancy']]","df_filter_lifeExpectancy_gt_50_country_lifeExpectancy_2_92ghd48xehappiness"
"7382kwtue","P3","static","space","space-first",1.68e+12,44628,"none",FALSE,"profile","CHART","alx.profile(df,vars = df.columns)","profiler_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,95746,"none",FALSE,"columns","TABLE","temp_chart = alx.profile(df,vars = df.columns)","store_profiler_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,168017,"none",FALSE,"profile","CHART","alx.profile(df,vars = df.columns)","profiler_2_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,184802,"none",FALSE,"profile","CHART","alx.profile(df,vars = df.columns)","profiler_3_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,260064,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='VIP',y='CryoSleep')","VIP_Cryosleep_scatter_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,296642,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='VIP',y='CryoSleep',size = 'count()')","VIP_Cryosleep_sizeCount_scatter_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,310825,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='VIP',y='CryoSleep',size = 'count()').properties(height = 400)","VIP_Cryosleep_sizeCount_scatter_tall_7382kwtuespace"
"7382kwtue","P3","static","space","space-first",1.68e+12,317114,"none",FALSE,"scatterplot","CHART","alx.scatterplot(df,x='VIP',y='CryoSleep',size = 'count()').properties(height = 400,width = 400)","VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace"
