,Final_Group,Utterance Type,Utterance,Data Type,interaction_used,Highlevel,PID,Notebook,Condition,All representations,Timestamp,Dylan Flag Storytelling,Dylan Flag Correction,Dylan Flag Simultaneous Characterization,group
194,data_dictionary,variable metadata,"the cabin number, where the passenger is staying. Some to the Deck side where it can either be P for port or Reported as S for starboard.",,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:09:47,,,,data_dictionary
195,data_dictionary,variable metadata,destination planet passengers debarking to,,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:09:57,,,,data_dictionary
196,data_dictionary,variable metadata,age of the passenger,,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:10:00,,,,data_dictionary
197,data_dictionary,variable metadata,Vip. did they pay extra money and therefore maybe get saved more?,,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:10:03,,,,data_dictionary
198,data_dictionary,variable metadata,"Room service, Food court, shopping was how much each person was billed at each of the main luxury amenities",,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:10:13,,,True,data_dictionary
199,data_dictionary,variable metadata,"name, first and last names.",,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",01:10:17,,,,data_dictionary
200,data_dictionary,variable metadata,"perished. Whether they did or not true indicates, perished, and false indicates that the individual survived. Assuming that true and false indicates that they were rescued",,False,DATASET,3r2sh20ei,Space,Interactive,"data_dictionary, ",1:10:20,,,,data_dictionary
201,profile,"distribution range [min, max]",So we have 4 – No – 3 different home planets and nulls.,distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:03,,,,profile
202,profile,missing data,"Oh, there's some that say null rather than Nan's",,False,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:18,,,,profile
203,profile,"distribution shape [shape, skew, kurtosis]",Cabin. A lot of different cabins obviously.,distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:46,,,,profile
204,profile,"distribution shape [shape, skew, kurtosis]","5,000 unique passenger ids. Presumably they're only in here once.",distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:50,,,,profile
205,profile,"distribution shape [shape, skew, kurtosis]","VIP, room service, food court, shopping Mall. Most people didn't spend a lot. Some people spent a lot on those things.",distribution  (continuous),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",01:11:59,,,True,profile
206,profile,"distribution shape [shape, skew, kurtosis]","Oh, names. 4872. so some passenger ids are in there more than once.",distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:12:09,,,,profile
207,profile,"distribution shape [shape, skew, kurtosis]","Oh, there are some people have the same name.",distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, unique_passenger_id_3r2sh20eispace, ",1:12:36,,,,profile
208,profile,"distribution shape [shape, skew, kurtosis]",Survived. pretty even split between survived and didn't survive,distribution (categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:12:49,,,,profile
209,profile,missing data,"There's null in Vip, so I'm just curious.",,False,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:14:12,,,,profile
210,dataframe_profile,missing data,"Okay, this makes sense. So all of these NaN's are nulls on the above correct",,False,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace, ",01:14:57,,,,dataframe_profile
211,profile,missing data,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.,,False,DATASET,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:15:13,,,,profile
212,profile,relationship existence / non-existence,"okay. So now I'm curious about the relationship between the rich people is obviously where my first thing goes, people were able to spend a lot of money, and whether or not they survived.",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:15:19,True,,,profile
213,none,plan of action,"okay, so it's very new. So I feel like, I'm having trouble figure out exactly what I want to do, but I know that I want to do some stuff very officially.",,False,ANALYSIS PROCESS,3r2sh20ei,Space,Interactive,,01:16:46,,,,none
214,profile,relationship existence / non-existence,"All right, I'm going to actually think rather than trying stuff. So what I want to do is ultimately I want to look at the section of people who lived. survived or not. by a bunch of these other things like Food Court,",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_dataframe_3r2sh20eispace, ",1:17:22,,,,profile
215,python,variable metadata,survived is a Boolean,,False,DATASET,3r2sh20ei,Space,Interactive,"dataframe_dtypes_3r2sh20eispace, ",1:30:32,,,,python
216,double-profiler,relationship faceted distribution characterization,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:31:58,,,,double-profiler
217,double-profiler,relationship faceted distribution characterization,"We're still in that data set because the X-axis difference between room service. although for court that's not the same. Those deceased there are some higher values, shopping malls and higher values down there. So that idea is doesn't buy out looking ",relationship (categorical X continuous),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:14,,,True,double-profiler
218,double-profiler,relationship faceted distribution characterization,"so I don't know what the Y-axis is here, if it's the same between top and bottom, but the relative distribution most people from Earth. But we had a lot of people from Europa who died relatively more.",relationship (categorical X categorical),False,RELATIONSHIP,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:24,,,,double-profiler
219,double-profiler,"distribution shape [shape, skew, kurtosis]","the relative distribution most people from Earth, but we had a lot of people from Europa who died relatively more.",relationship (categorical X categorical),False,VARIABLE,3r2sh20ei,Space,Interactive,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace, ",1:32:28,,,,double-profiler
220,profile,representation comment,"Is the range on these x-axis through this function? Are they like preset, or are they mapping to whatever the range of the data is?",,False,ANALYSIS PROCESS,7382kwtue,Space,Static,"profiler_7382kwtuespace, ",00:14:48,,,,profile
221,profile,relationship existence / non-existence,So my immediate thing that I want to check is whether or not the VIP Boolean values map at all to the Cryosleep ones.,relationship (categorical X categorical),False,RELATIONSHIP,7382kwtue,Space,Static,"profiler_2_7382kwtuespace, ",00:17:37,,,,profile
222,scatterplot,missing data,"I wonder why, there aren't these null values? If doesn't seem to have a mapping for [refering to the pandas output of cryosleep_value_counts_2_7382kwtuespace]. 

Oh it It seems like they're in there there. Okay.",,False,DATASET,7382kwtue,Space,Static,"VIP_Cryosleep_sizeCount_scatter_big_7382kwtuespace, cryosleep_value_counts_2_7382kwtuespace, ",00:19:30,,,,scatterplot
223,stripplot,relationship strength and/or direction,"there is not too much of a difference between, in this data set, of who survived depending on age, unless there were... well, it's hard to tell from this, because there there may have been more people in this age group ",relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"survived_age_VIP_stripplot_medium_tall_7382kwtuespace, df[df[VIP]==True], ",22:30,,,,stripplot
224,stripplot,relationship strength and/or direction,"So it seems like a lot of young people did not survive who are not VIPs, but it's hard to tell the difference, because the number of people who are VIPs versus who were not is not that significant?","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Space,Static,"survived_age_VIP_stripplot_medium_tall_7382kwtuespace, ",00:23:08,,,,stripplot
225,hist,"distribution shape [shape, skew, kurtosis]",Not that many VIPs [written].,distribution (categorical),False,VARIABLE,7382kwtue,Space,Static,"colored_hist_big_7382kwtuespace, ",24:50,,,,hist
226,hist,relationship range constriction,Age range of VIPs is limited relative to non-VIPs.,relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"colored_hist_big_7382kwtuespace, ",24:55,,,,hist
227,stripplot,relationship cluster(s)/subgroup/ unexpected,"Seems like a significant number of infants or young children did not survive, relative to teemagers and the rest. There seems to be this cluster of data points up here [references survived_age_VIP_stripplot_medium_tall_7382kwtuespace]",relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"survived_age_VIP_stripplot_medium_tall_7382kwtuespace, ",25:36,True,,,stripplot
228,columns,missing data,"actually, you know, 98% of the data being there, it's not bad at all.",,False,DATASET,7382kwtue,Space,Static,"null_percent_printouts_7382kwtuespace, ",00:28:48,,,,columns
229,columns,"distribution shape [shape, skew, kurtosis]",I wonder if that's like randomly distributed or not.,,False,VARIABLE,7382kwtue,Space,Static,"null_percent_printouts_7382kwtuespace, ",00:29:00,,,,columns
230,python,variable metadata,"Interesting, this is a number? [referring to room service printout]. ",,False,DATASET,7382kwtue,Space,Static,"roomService_printout_7382kwtuespace, ",31:25,,,,python
231,python,variable metadata,Also a number [FoodCourt printout],,False,DATASET,7382kwtue,Space,Static,"foodCourt_printout_7382kwtuespace, ",31:28,,,,python
232,Multi-view Chart,relationship cluster(s)/subgroup/ unexpected,"So it's like according to last names, if there's like a range of ages which would imply like, You know, parents with a child or something like that, like their families on board.",relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"color_lastName_scatterplot_7382kwtuespace, ",34:20,True,,,Multi-view Chart
233,scatterplot,variable metadata,[is this] Like a count of how many times someone got a room service or used the spa?,,False,DATASET,7382kwtue,Space,Static,"age_roomservice_scatterplot_7382kwtuespace, ",34:56,,,True,scatterplot
234,scatterplot,relationship strength and/or direction,That makes sense. Because if these are counts of how often people use the service. Then people who go to the food court probably are not using room service. ,relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"foodcourt_roomservice_scatterplot_7382kwtuespace, ",35:26,True,,,scatterplot
235,scatterplot,relationship strength and/or direction,then people who are at the food court are probably also at the Mall,relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"foodcourt_roomservice_scatterplot_7382kwtuespace, ",35:37,,,,scatterplot
236,scatterplot,relationship strength and/or direction,Hmm. not as much so. [referring to foodcourt_shoppingmall_scatterplot_7382kwtuespace],relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"foodcourt_shoppingmall_scatterplot_7382kwtuespace, ",35:52,,,,scatterplot
237,none,plan of action,"Now, I really quickly wanna check a little bit more about that higher rate of young people not surviving.",relationship (categorical X continuous),False,ANALYSIS PROCESS,7382kwtue,Space,Static,,36:26,,,,none
238,python,relationship cluster(s)/subgroup/ unexpected,"Tried to check and see if familiies were assigned cabins, seems like they were. [written, not confirmed that the python code was used, but highly likely]",relationship (categorical X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,"cabin_lastname_value_counts_7382kwtuespace, ",40:48,True,,,python
239,python,relationship strength and/or direction,"Tried to see if there was a relationship between eating at the Food Court vs. Room Service and surviving, but that dat doesn't seem to map for younger passenger. ","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Space,Static,"young_mean_foodcourt_7382kwtuespace,young_median_roomservice, ",41:10,,,,python
240,none,relationship strength and/or direction,Seems to not be a correlation between Room Serivce and Food Court usage which tracks,relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Space,Static,,41:25,,,,none
241,hist,relationship strength and/or direction,"So I would presume that there are families on board, then my young passengers probably are with their family, and if their families are eating at all, presumably they are either eating at the food court, or through room service. It may just be that they're all in Cryosleep, because I did not check that, but I'm assuming that they are not asleep– Thus they might have not been logged as eating there","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Space,Static,"young_foodcourt_hist_7382kwtuespace, cabin_lastname_value_counts_7382kwtuespace, young_mean_foodcourt_7382kwtuespace,young_median_roomservice, ",43:20,True,,,hist
242,profile,relationship strength and/or direction,seems like GDP maps pretty well to the happiness score.,relationship (continuous X continuous),True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"profile_df_7382kwtuehappiness, ",1:02:50,,,,profile
243,profile,relationship strength and/or direction,so does social support. [maps pretty well to happiness score],relationship (continuous X continuous),True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"profile_df_7382kwtuehappiness, ",01:03:06,,,,profile
244,scatterplot,relationship cluster(s)/subgroup/ unexpected,"So just trying to see the correlation between confidence in the government and corruption, and it seems like there is an interesting like clump of data with where corruption is rated the highly, but as is confidence in government. So I'm little curious about that.",relationship (continuous X continuous),True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_scatter_brush_sized_7382kwtuehappiness, ",1:05:02,,,,scatterplot
245,scatterplot,relationship strength and/or direction,Seems like there's an interesting mix there. But I don't know if that's the determining factor. [freedom and the relationship between highly corruption and highly confident in government entities].,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_freedomQ_separate_encoding_scatter_bigger_7382kwtuehappiness, ",1:09:07,,,,scatterplot
246,scatterplot,relationship strength and/or direction,I need to see if generosity correlated with corruption. Actually might like a little bit. What else do we have that might be a factor?,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_generosityQ_separate_encoding_scatter_7382kwtuehappiness, ",01:09:15,,,,scatterplot
247,scatterplot,relationship strength and/or direction,"actually, let me see if positive effect correlates generally with how correct do you think?","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_2_7382kwtuehappiness, ",1:09:55,,,,scatterplot
248,scatterplot,relationship strength and/or direction,And confidence in government is higher? Well. seems like that doesn't really correlate.,"relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"corruption_confidence_hover_pan_zoom_color_positive_affectQ_separate_encoding_scatter_3_7382kwtuehappiness, ",1:10:11,,,,scatterplot
249,scatterplot,relationship form (linearity/non-linearity),That's a weird dispersion [gestures to cluster with a low corruption and high positive affect that is distinct from the general trend],relationship (continuous X continuous),False,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_scatter_7382kwtuehappiness, ",1:10:43,,,,scatterplot
250,scatterplot,relationship cluster(s)/subgroup/ unexpected,"It seems like positive affect and corruption have sort of an odd relationship. It seems like most people in the data have a higher estimation of the corruption in their country. People who have a largely positive aspect to have a low estimation of of of corruption in their country. But there are these like 2 sort of separate lobes for people who have positive affect. So i'm trying to see what accounts for the difference between both of people down here and close to people up here. I was wondering if it's just a factor of like. The people down here are positive, but also enjoy like better Gdp than the people up here.","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_7382kwtuehappiness, ",1:12:54,True,,,scatterplot
251,scatterplot,relationship cluster(s)/subgroup/ unexpected,"it seems like there is some GDP correlation, but like this dark blue versus this light blue, is not telling me as much as I would like.","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:14:48,,,,scatterplot
252,scatterplot,representation comment,"I am just as a way of eliminating like what the most significant, like tertiary variable might be","relationship (multivariate)
",True,ANALYSIS PROCESS,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:15:16,,,,scatterplot
253,scatterplot,relationship existence / non-existence,Hmm. Maybe the easiest thing to do here is year?,"relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"positiveAffect_corruption_hover_pan_zoom_encode_color_alt_logGDP_scatter_3_7382kwtuehappiness, ",1:17:45,,,,scatterplot
254,Multi-view Chart,relationship cluster(s)/subgroup/ unexpected,"so positive effect and low corruption: Denmark, Sweden, New Zealand, Finland. Some like those countries seem to have interesting relationship. as do Canada, Netherlands.","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:20:53,,,,Multi-view Chart
255,Multi-view Chart,outlier (relationship),Rwanda is interesting.,"relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"affect_corruption_brush_7382kwtuehappiness, country_count_plot_7382kwtuehappiness, ",1:21:19,,,,Multi-view Chart
256,scatterplot,relationship strength and/or direction,There's a correlation. [Referring to socialSupport and Freedom].,relationship (continuous X continuous),True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"socialSupport_freedom_posAffect_7382kwtuehappiness, ",1:22:16,,,,scatterplot
257,python,data orientation,"I think it's by country right? [Referring to pandas code to split each row into ""more positive affect or more negative affect""",,False,DATASET,7382kwtue,Happiness,Interactive,"create_aretheypositive_col_axis_7382kwtuehappiness, ",1:24:13,,,,python
258,scatterplot,relationship strength and/or direction,"So if the positive effect of a country of people in the country is greater than the negative effect or positive effect score. if we like, cleanly use that to mark them as as positive or negative, does that map them to outcomes such as social support or freedom?","relationship (multivariate)
",True,RELATIONSHIP,7382kwtue,Happiness,Interactive,"socialSupport_freedom_aretheypositive_7382kwtuehappiness, create_aretheypositive_col_axis_7382kwtuehappiness, ",1:24:18,,,True,scatterplot
259,none,relationship strength and/or direction,"So now i'm trying to see if there's a relationship over time for positive effect of the country, or if that's something that just like we made static.","relationship (multivariate)
",False,RELATIONSHIP,7382kwtue,Happiness,Interactive,,1:26:40,,,,none
260,dataframe,data orientation,So it's very similar to the the data frame in the last notebook  in different years and stuff,,False,DATASET,4728sjuiz,Happiness,Static,"df_head_4728sjuizhappiness, ",19:15,,,,dataframe
261,none,missing data,"for data quality, I guess one thing I'd be curious about is whether there are there any NA's",,False,DATASET,4728sjuiz,Happiness,Static,"notebook_text, ",19:43,,,,none
262,python,missing data,so it looks like where there are NA values kind of depends on the variable that we're looking at,,False,DATASET,4728sjuiz,Happiness,Static,"df_nullcount_cols_4728sjuizhappiness, ",20:42,,,,python
263,none,missing data,"I like to do in this sort of case where there are all these zeros, and I can't. First, I I don't want to print all these numbers. I might create a scatter plot of this information so that could give me an idea of, you know, if I put all of these values along the line, how many of the variables are NA?",,False,DATASET,4728sjuiz,Happiness,Static,,20:59,,,,none
264,scatterplot,missing data," So it seems, most of the the values are, are most of the rows have no missing columns, and then they progressively have more and more. So I guess, depending on what the analysis we're gonna do is, we may or may not exclude data points.",,False,DATASET,4728sjuiz,Happiness,Static,"scatter_resize_full_4728sjuizhappiness, ",25:50,,,,scatterplot
265,pairplot,missing data,"So I guess the answer, the assessment of the data quality on the level of whether there's missing data. I guess it's not bad. It's like mostly intact",,False,DATASET,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",27:15,,,,pairplot
266,pairplot,representation comment,"Okay, so maybe this is not the most useful plot in the first, for this sort of data set.",,False,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",27:53,,,,pairplot
267,pairplot,relationship strength and/or direction,"I mean, that's not totally true. because so, for example, we can see that some of these variables have pretty strong correlation so like this is, I would imagine, a a very strong correlation. So this is a correlation between happiness and logGDP.",relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:01,,True,,pairplot
268,pairplot,relationship strength and/or direction,"this is a pretty negative correlation so negative affects by positive effects. But actually, it's not as negative as I would have expected.",relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:26,,,,pairplot
269,pairplot,"distribution shape [shape, skew, kurtosis]",some of these variables are normally distributed,,False,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:35,,,True,pairplot
270,pairplot,"distribution shape [shape, skew, kurtosis]","some of them have tails. So, for example, well, I so let's go to the data dictionary for corruption. National average of survey responses to 2 questions to the perceived corruption and government businesses. So that means high value would be high levels of perceived corruption or high perceived levels of corruption.",distribution  (continuous),False,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",28:44,,,,pairplot
271,pairplot,"distribution shape [shape, skew, kurtosis]","So if that's the case, then it seems that most people think that corruption is pretty high, but not that many people don't. So that's kind of an interesting",distribution  (continuous),False,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",29:07,True,,,pairplot
272,pairplot,"distribution shape [shape, skew, kurtosis]","the thing that I'm looking for which of these variables are normally distributed and which ones aren't. And if they're not, it suggests that there is some minority embedded within it. And since this is a sort of social or sociological sort of data set, I'd be curious: what is that population? And then from that, maybe we can start to our relationships between between those individuals and other metrics.",distribution  (continuous),False,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",29:37,True,,True,pairplot
273,pairplot,relationship cluster(s)/subgroup/ unexpected,to stick to the corruption thing we can ask for these individuals [points to low corruption data points] Where do they stand? That all of these other metrics?,relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:10,,,,pairplot
274,pairplot,relationship form (linearity/non-linearity),if there's a just a clean correlation that's linear then maybe there's nothing particular to look for. But if there's a nonlinearity here like it seems like there might be here [pointing to freedom x corruption scatterplot]. So the the people who are low in the corruption score seem to cluster high in the freedom score.,relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",30:23,,,,pairplot
275,pairplot,relationship range constriction,most of the people who rate highly in corruption are stand the entire dynamic range of perceived freedom.,relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",31:08,,,,pairplot
276,pairplot,relationship form (linearity/non-linearity),We see similar sorts of trends in some of these other variables too. I guess if I take a step back and back and think about if I would have some preconceived notions about whether some of these variables would be co-linear.,,False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",32:11,,,True,pairplot
277,pairplot,relationship strength and/or direction,"corruption and confidence in government kind of intuitively feel like they would be related. People who believe that government is highly corrupt probably have low confidence in government. So I guess as a hypothesis for that, then we can go and see if that seems to be the case. I mean, it's a little messy, but by and large it's a negative correlation",relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",33:19,True,,,pairplot
278,pairplot,relationship strength and/or direction,"I mean, it's a little messy, but by and large it's a negative correlation",relationship (continuous X continuous),False,RELATIONSHIP,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",33:40,,,,pairplot
279,dataframe,plan of action,So I guess one other quick thing is whether Pearson is the right thing to use. I think with these data. I think it's fair enough to use a Pearson correlation for these all seem like a parametric method. It looks reasonable.,,False,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"df_corr_pearson_all_4728sjuizhappiness, ",36:03,,,,dataframe
280,python,missing data,16.37% of the data contain null values [WRITTEN],,False,DATASET,4728sjuiz,Happiness,Static,"import_np_string_format_4728sjuizhappiness, ",38:47,,,,python
281,pairplot,"distribution shape [shape, skew, kurtosis]",it seems that both freedom and corruptionare sort of left tailed distributions.,distribution  (continuous),False,VARIABLE,4728sjuiz,Happiness,Static,"pairplot_df_4728sjuizhappiness, ",41:16,,,True,pairplot
282,data_dictionary,variable metadata,"the definition of the freedom, variable average of responses, asking if individuals are satisfied or dissatisfied with their freedom to choose what they do with their lives. So a high value, I guess, is high perceived freedom.",,False,DATASET,4728sjuiz,Happiness,Static,"data_dictionary, ",41:32,,,,data_dictionary
283,scatterplot,representation comment,"And so I guess this is, I guess, the same idea, but a smaller version of the an isolated version of the above plot, or we're not distracted by the rest of the relationships.",,False,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:17,,,,scatterplot
284,scatterplot,relationship cluster(s)/subgroup/ unexpected,"I would be curious, for example, if we set some sort of threshold here for who these individuals that are. we could call it a separate population that have low corruption values. We can ask who in quotes who these people are, and what I mean by that is, where do they stand on other matters? ","relationship (multivariate)
",False,RELATIONSHIP,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:45,True,,,scatterplot
285,scatterplot,relationship range constriction,And are they within range for other Variables as well.,"relationship (multivariate)
",False,RELATIONSHIP,4728sjuiz,Happiness,Static,"jointplot_freedom_corruption_4728sjuizhappiness, ",42:52,,,,scatterplot
286,none,plan of action,"And so one way that I imagine we could do that across the board is to set for the, for the corruption variable.",,False,ANALYSIS PROCESS,4728sjuiz,Happiness,Static,,42:55,,,,none
287,scatterplot,missing data,"So a bunch of the data here have one column missing. So I mean, one thing we can do is ask which one of these is there one problematic column?",,False,DATASET,4728sjuiz,Space,Interactive,"null_count_plot_4728sjuizspace, ",1:10:00,,,,scatterplot
288,python,missing data,"So what I was expecting to see is that one of these columns had a really large value, and that most of them didn't. And then maybe there, there would have been one variable. That's kind of the problematic one. It would just keep an eye out for that. But this suggests that most of the data point of most of the subjects are missing.",,False,DATASET,4728sjuiz,Space,Interactive,"row_null_check_4728sjuizspace, ",1:10:43,,,,python
289,pairplot,representation comment,"How does it deal with null values? So if there's a null value? Because in the correlations, it's just in some and not others, does it exclude it from all of them? ",,False,ANALYSIS PROCESS,4728sjuiz,Space,Interactive,"pairplot_df_4728sjuizspace, ",1:11:52,,,,pairplot
290,python,missing data,"This is, a larger percent of the data set that has some missing data than in the previous one. And the previous one was like 16. This is 23, but because it's sprinkled throughout the data set. Maybe it's that's fine.",,False,DATASET,4728sjuiz,Space,Interactive,"null_row_percentage100_4728sjuizspace, ",1:15:21,,,,python
291,pairplot,"distribution shape [shape, skew, kurtosis]",So age is normally distributed– It seems like most of the people are in their like on the thirties in this data set.,distribution  (continuous),False,VARIABLE,4728sjuiz,Space,Interactive,"pairplot_df_4728sjuizspace, ",1:15:41,,,,pairplot
292,pairplot,"distribution shape [shape, skew, kurtosis]",But then these other variables are are very strangely distributed. and that could buy us some of these results.,distribution  (continuous),False,VARIABLE,4728sjuiz,Space,Interactive,"pairplot_df_4728sjuizspace, ",1:15:48,,,,pairplot
293,Multi-view Chart,"distribution shape [shape, skew, kurtosis]","So why might that be? Let's look at what these variables are, so everything from the room service to VR deck has a very skewed distribution. indicating how much money and passenger used on room service. I guess that explains it. So then it suggests that most people spent very little money on all of these things.",distribution  (continuous),False,VARIABLE,4728sjuiz,Space,Interactive,"pairplot_df_4728sjuizspace, data_dictionary, ",1:16:06,,,True,Multi-view Chart
294,pairplot,relationship existence / non-existence,"So when I think about fairness, and since all of these metrics have some relationship to do with how much people are spending. Then what it makes me think is that maybe the people who spent more or spent less or something there, some relationship between how much people are spending and the sort of the outcome. The outcome is whether they were saved.",relationship (categorical X continuous),False,RELATIONSHIP,4728sjuiz,Space,Interactive,"pairplot_df_4728sjuizspace, intro_text, ",1:17:42,True,,,pairplot
295,scatterplot,representation comment,"So it seems like, somehow, these plots are linked. ... can that be turned off?",,True,ANALYSIS PROCESS,4728sjuiz,Space,Interactive,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",1:30:29,,,,scatterplot
296,scatterplot,relationship strength and/or direction,"when you zoom in, it kind of already becomes clear that their points scattered on either side. So it's not like there's an obvious relationship between some of these variables, and whether a person survived or not.",relationship (categorical X continuous),True,RELATIONSHIP,4728sjuiz,Space,Interactive,"display_pan_zoom_4728sjuizspace, pan_zoom_scatter_4728sjuizspace, ",1:31:15,,,,scatterplot
