,PID,Notebook,Timestamp,interaction_used,Condition,Data Type,group,Utterance,All representations,Didn't use interaction,Insight Description,Justification,Python Used,Was Interaction Used,Was Recapped,Was Vis used,,,Data Type,UtteranceType,highlevel,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
159,li832lin23,happiness,1:22:01,TRUE,Interactive,relationship (continuous X continuous),Multi-view Chart,"I can look at the top GDP countries. Yes, yes this is nice. Oh, you know. It's all over the place. It's hard to say.","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,,,relationship (continuous X continuous),relationship form (linearity/non-linearity),RELATIONSHIP,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
160,li832lin23,happiness,1:22:33,TRUE,Interactive,"relationship (multivariate)
",Multi-view Chart,"Okay, so the very highest life expectancy [countries]. Cyprus, if you didn't expect Israel. Yeah, Japan. I did it. and they are happy-ish","tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,",,,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,,,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)",,,,tooltip_brush_barplot_avg_happiness_profile8_li832lin23happiness,visualization,"profile = alx.profile(df)
 barplot = alx.barplot(df,x='country',y='average(happinessScore)',sort='-y',width=1500) # sort descending by the height of the bars
 alx.highlight_brush() + alx.tooltip_hover() + (profile & barplot)"
161,li832lin23,happiness,1:25:26,FALSE,Interactive,,none,pretty good null situation for a data set,"null_check_li832lin23happiness,",,,,null_check_li832lin23happiness,,,,,,,missing data,DATASET,,,df.isnull().mean(),,null_check_li832lin23happiness,other,  df.isnull().mean() 
162,bjs827ee1u,happiness,24:52:00,FALSE,Static,distribution  (continuous),scatterplot,"And that's interesting that the year starting at 2,005 to 2,020, so it's like this is the time span","alx_scatter_year_happiness_bjs827ee1uhappiness,",,,,,,,alx_scatter_year_happiness_bjs827ee1uhappiness,,,distribution  (continuous),"distribution range [min, max]",VARIABLE,,"alx.scatterplot(df,x='year',y='happinessScore')",,,alx_scatter_year_happiness_bjs827ee1uhappiness,visualization," alx.scatterplot(df,x='year',y='happinessScore')  "
163,bjs827ee1u,happiness,24:58:00,FALSE,Static,relationship (continuous X continuous),scatterplot,"and it seems like in the in the early years, about 2,005. The happiness score was higher than then. Here in the later.","alx_scatter_year_happiness_bjs827ee1uhappiness,",,"It's interesting as there are less values in the 2005 year, but the number of values isn't paid attention to (ie comparing 2005 against 2020 where 2020 has more!)",,,,,alx_scatter_year_happiness_bjs827ee1uhappiness,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.scatterplot(df,x='year',y='happinessScore')",,,alx_scatter_year_happiness_bjs827ee1uhappiness,visualization," alx.scatterplot(df,x='year',y='happinessScore')  "
164,bjs827ee1u,happiness,25:44:00,FALSE,Static,relationship (continuous X continuous),scatterplot,"here I can see that in 2,005 there is a higher score also, and here we have more low scores.","alx_joint_year_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_year_logGDP_bjs827ee1uhappiness,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.jointplot(df,x='year',y='logGDPPerCapita')",,,alx_joint_year_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='year',y='logGDPPerCapita')  "
165,bjs827ee1u,happiness,25:53:00,FALSE,Static,,scatterplot,"Yeah, I think there's some interesting outliers.","alx_joint_year_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_year_logGDP_bjs827ee1uhappiness,,,,outlier (relationship),RELATIONSHIP,,"alx.jointplot(df,x='year',y='logGDPPerCapita')",,,alx_joint_year_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='year',y='logGDPPerCapita')  "
166,bjs827ee1u,happiness,0:27:54,FALSE,Static,relationship (continuous X continuous),scatterplot,"Here I can find the correlation. The higher the GDP per Capita, the happier the people.","alx_joint_happiness_logGDP_bjs827ee1uhappiness,",,,,,,,alx_joint_happiness_logGDP_bjs827ee1uhappiness,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.jointplot(df,x='happinessScore',y='logGDPPerCapita')",,,alx_joint_happiness_logGDP_bjs827ee1uhappiness,visualization," alx.jointplot(df,x='happinessScore',y='logGDPPerCapita')  "
167,bjs827ee1u,happiness,32:41:00,FALSE,Static,,scatterplot,"And now for the year, 2008. We have something like this","jointplot_2008_bjs827ee1uhappiness,",,,,,,,jointplot_2008_bjs827ee1uhappiness,,,,representation comment,ANALYSIS PROCESS,,"alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')",,,jointplot_2008_bjs827ee1uhappiness,visualization," alx.jointplot(dfx,x='happinessScore',y='logGDPPerCapita')  "
168,bjs827ee1u,happiness,35:52:00,FALSE,Static,"relationship (multivariate)
",scatterplot,"I can see that in 2,008 , which is on the left, and 2,014.So this one  [mouse over 2014] is a bit more tilted to the right.So I would say that overall people are a bit more happy.","jointplot_combo_5_2008_2014_bjs827ee1uhappiness,",,,multivariate as time + axes,,,,jointplot_combo_5_2008_2014_bjs827ee1uhappiness,,,"relationship (multivariate)
",relationship strength and/or direction,RELATIONSHIP,,"df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')",,,jointplot_combo_5_2008_2014_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2014 = df[df['year'] == 2014]
 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2014,x='happinessScore',y='logGDPPerCapita')"
169,bjs827ee1u,happiness,36:49:00,FALSE,Static,"relationship (multivariate)
",scatterplot,So I change the year to 2021 and there is also like this: this shift to the to the right.,"jointplot_combo_2008_2021_bjs827ee1uhappiness,",,,multivariate as time + axes,,,,jointplot_combo_2008_2021_bjs827ee1uhappiness,,,"relationship (multivariate)
",relationship strength and/or direction,RELATIONSHIP,,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2021,x='happinessScore',y='logGDPPerCapita')",,,jointplot_combo_2008_2021_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='happinessScore',y='logGDPPerCapita') | alx.jointplot(df2021,x='happinessScore',y='logGDPPerCapita')"
170,bjs827ee1u,happiness,40:06:00,FALSE,Static,,dataframe,"And yeah, for example, here we see the first time that we have a value that is not a number. Here. We have another number. Yeah, there are quite a few places where there is not a number.","set_display_and_view_bjs827ee1uhappiness,",,hovering over afghanistan in 2021,,set_display_and_view_bjs827ee1uhappiness,,,,,,,missing data,DATASET,,,"pd.set_option('display.max_rows', len(df))
 df",,set_display_and_view_bjs827ee1uhappiness,dataframe,"  pd.set_option('display.max_rows', len(df))
 df "
171,bjs827ee1u,happiness,40:36:00,FALSE,Static,distribution (categorical),dataframe,"Okay, we have different countries.","set_display_and_view_bjs827ee1uhappiness,",,,,set_display_and_view_bjs827ee1uhappiness,,,,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,,"pd.set_option('display.max_rows', len(df))
 df",,set_display_and_view_bjs827ee1uhappiness,dataframe,"  pd.set_option('display.max_rows', len(df))
 df "
172,bjs827ee1u,happiness,42:02:00,FALSE,Static,"relationship (multivariate)
",scatterplot,"Today there's less, generosity. Oh Okay, to know that, Then I would have to like get the x-axis. so that it's not the same x-axis, and let's see if I can find a way to like get the X-axis this at the same level.","filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,",,,multivariate as time + axes,,,,filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,,,"relationship (multivariate)
",representation comment,ANALYSIS PROCESS,,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') | alx.jointplot(df2021,x='generosity',y='corruption')",,,filter_and_jointplot_3_2008_2021_bjs827ee1uhappiness,visualization,"df2008 = df[df['year'] == 2008]
 

 df2021 = df[df['year'] == 2021]
 

 alx.jointplot(df2008,x='generosity',y='corruption') | alx.jointplot(df2021,x='generosity',y='corruption')"
173,bjs827ee1u,space,1:15:05,FALSE,Interactive,,data_dictionary,"I'm just reading through the variables to the things like, what what are the variables the like here? Now i'm like at the the age blah, blah, blah. Shopping mall. ","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
174,bjs827ee1u,space,1:16:13,FALSE,Interactive,,dataframe," Okay, first data quality, quite good, there's a few not a number values.","display_df_bjs827ee1uspace,",,,,display_df_bjs827ee1uspace,,,,,,,missing data,DATASET,,,df,,display_df_bjs827ee1uspace,dataframe,  df 
175,bjs827ee1u,space,1:17:12,FALSE,Interactive,relationship (categorical X categorical),dataframe,"I think I will start with the with the scatterplot and I will compare, just randomly, the home planet with the cryo-sleep. I guess it won't work because it's a boolean thing. But oh, okay. Actually, it works.","display_df_bjs827ee1uspace,",,,,display_df_bjs827ee1uspace,,,,,,relationship (categorical X categorical),relationship existence / non-existence,RELATIONSHIP,,,df,,display_df_bjs827ee1uspace,dataframe,  df 
176,bjs827ee1u,space,1:18:00,FALSE,Interactive,relationship (categorical X continuous),scatterplot,"Okay, that Doesn't tell me too much. I have, like few people in in cryo sleep over all ages.","Age_CryoSleep_scatterplot_bjs827ee1uspace,","Did use interaction to drag a brush around true and false values (excluding NaNs), but seems more of like a random movement (playing around) than an actual interaction. ",,,,Age_CryoSleep_scatterplot_bjs827ee1uspace,,,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')",,,,Age_CryoSleep_scatterplot_bjs827ee1uspace,visualization,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')   "
177,bjs827ee1u,space,1:18:08,TRUE,Interactive,,scatterplot,there is actually a third option which I don't understand true false and whatever.,"Age_CryoSleep_scatterplot_bjs827ee1uspace,",,,,,Age_CryoSleep_scatterplot_bjs827ee1uspace,,,,,,missing data,DATASET,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')",,,,Age_CryoSleep_scatterplot_bjs827ee1uspace,visualization,"alx.filter_brush()+alx.scatterplot(df,x='Age',y='CryoSleep')   "
178,bjs827ee1u,space,1:19:40,FALSE,Interactive,,dataframe,"okay, I have Ids like they don't give me too much information.","display_df_bjs827ee1uspace,",,,,display_df_bjs827ee1uspace,,,,,,,data orientation,DATASET,,,df,,display_df_bjs827ee1uspace,dataframe,  df 
179,bjs827ee1u,space,1:20:10,FALSE,Interactive,relationship (categorical X continuous),dataframe,"I should like to look for something that seems to be unfair. So, for example, maybe people were discriminated by age by vip or these factors.","display_df_bjs827ee1uspace,",,,cat x continuous as age was mentioned first and simultaneous true,display_df_bjs827ee1uspace,,,,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,,df,,display_df_bjs827ee1uspace,dataframe,  df 
180,bjs827ee1u,space,1:24:47,TRUE,Interactive,,scatterplot,And the scatterplot– Doesn't help me too much in that.,"VIP_survived_scatterplot_4_bjs827ee1uspace,",,"Not a data insight, just a this wasn't effective to show me what i wanted. ",,,VIP_survived_scatterplot_4_bjs827ee1uspace,,,,,,representation comment,ANALYSIS PROCESS,"alx.filter_brush()+alx.scatterplot(df,x='VIP', y = ""survived"")",,,,VIP_survived_scatterplot_4_bjs827ee1uspace,visualization,"alx.filter_brush()+alx.scatterplot(df,x='VIP', y = ""survived"")   "
181,bjs827ee1u,space,1:26:51,FALSE,Interactive,relationship (categorical X categorical),none,"Okay, now I want to see who survived who are VIPs.","count_survived_bjs827ee1uspace,",,unclear that this mistake was really internalized. Could have been caused by assuming only 1's were counted or 0's were not.,,count_survived_bjs827ee1uspace,,,,,,relationship (categorical X categorical),relationship existence / non-existence,RELATIONSHIP,,,df.survived.count(),,count_survived_bjs827ee1uspace,other,  df.survived.count() 
182,bjs827ee1u,space,1:28:20,FALSE,Interactive,distribution (categorical),none,And so 69 survived who are VIPs.,"count_filtered_df1_bjs827ee1uspace,",,,,count_filtered_df1_bjs827ee1uspace,,,,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,,len(filtered_df),,count_filtered_df1_bjs827ee1uspace,other,  len(filtered_df) 
183,bjs827ee1u,space,1:30:01,FALSE,Interactive,distribution (categorical),none,"So 69 VIPs survived, and 2,000 or so did not survived.","count_filtered_df1_bjs827ee1uspace, VIP_survived_filter2_len_bjs827ee1uspace,",,,,"count_filtered_df1_bjs827ee1uspace, VIP_survived_filter2_len_bjs827ee1uspace",,,,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,,"len(filtered_df) filtered_df = df[(df['survived'] == 1) & (df['VIP'] == 0)]
 len(filtered_df)",,"count_filtered_df1_bjs827ee1uspace, VIP_survived_filter2_len_bjs827ee1uspace","other, other","len(filtered_df) filtered_df = df[(df['survived'] == 1) & (df['VIP'] == 0)]
 len(filtered_df)"
184,bjs827ee1u,space,1:30:28,FALSE,Interactive,distribution (categorical),none,"out there in total 5,000 VIPs and 5,000 non vips","count_vip_true_bjs827ee1uspace, count_vip_false_bjs827ee1uspace,",,"CODE: False observation, due to code ambiguity (df[vip] == 1 prints a boolean array for each element in the column, so taking len(boolean_array) doesn't tell you how many items meet it.",,"count_vip_true_bjs827ee1uspace, count_vip_false_bjs827ee1uspace",,,,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,,len(df['VIP'] == 1) len(df['VIP'] == 0),,"count_vip_true_bjs827ee1uspace, count_vip_false_bjs827ee1uspace","other, other",len(df['VIP'] == 1) len(df['VIP'] == 0)
185,bjs827ee1u,space,1:35:00,FALSE,Interactive,relationship (continuous X continuous),scatterplot,So there are a lot of like very young people who don't get room service.,"Age_RoomService_scatterplot_1_bjs827ee1uspace,",,,,,,,Age_RoomService_scatterplot_1_bjs827ee1uspace,,,relationship (continuous X continuous),relationship range constriction,RELATIONSHIP,,"alx.scatterplot(df, ""Age"" ,""RoomService"" )",,,Age_RoomService_scatterplot_1_bjs827ee1uspace,error," alx.scatterplot(df, ""Age"" ,""RoomService"" )  "
186,bjs827ee1u,space,1:37:27,TRUE,Interactive,distribution  (continuous),scatterplot,"Okay. And now I can see here that this person, for example. From Europe, age 17 was spending a lot in the shopping mall and that other people spend less.","Age_RoomService_scatterplot_with_pan_repeat_bjs827ee1uspace,",,,,,Age_RoomService_scatterplot_with_pan_repeat_bjs827ee1uspace,,,,,distribution  (continuous),outlier (relationship),RELATIONSHIP,"alx.pan_zoom() + alx.scatterplot(df, x = ""Age"" , y =""RoomService"")",,,,Age_RoomService_scatterplot_with_pan_repeat_bjs827ee1uspace,visualization,"alx.pan_zoom() + alx.scatterplot(df, x = ""Age"" , y =""RoomService"")   "
187,bjs827ee1u,space,1:38:28,TRUE,Interactive,"relationship (multivariate)
",scatterplot,"And now I want to see, like the ones who these ones who spent a lot of money in the in them all if they survived. okay, yeah, some of them survived some didn't.","Age_ShoppingMall_scatterplot_bjs827ee1uspace, high_shopping_df,",,Used brush to generate df and then printed the df,,high_shopping_df,Age_ShoppingMall_scatterplot_bjs827ee1uspace,,,,,"relationship (multivariate)
",relationship cluster(s)/subgroup/ unexpected,RELATIONSHIP,"alx.pan_zoom() + alx.scatterplot(df, x = ""Age"" , y =""ShoppingMall"")",,,,"Age_ShoppingMall_scatterplot_bjs827ee1uspace, high_shopping_df",visualization,"alx.pan_zoom() + alx.scatterplot(df, x = ""Age"" , y =""ShoppingMall"")   "
188,3r2sh20ei,Space,1:08:19,FALSE,Interactive,,none,Data frame. Got a bunch of columns. Don't know what they mean.,"display_dataframe3r2sh20ei,",,,,display_dataframe3r2sh20ei,,,,,,,data orientation,DATASET,,,,,display_dataframe3r2sh20ei,,   
189,3r2sh20ei,Space,1:08:24,FALSE,Interactive,,data_dictionary, Passenger Id. A unique id for each passenger.,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
190,3r2sh20ei,Space,1:09:13,FALSE,Interactive,,data_dictionary,Great. We have survived.,"data_dictionary, ",,,,,,,,,,,data orientation,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
191,3r2sh20ei,Space,1:09:20,FALSE,Interactive,,data_dictionary,"All right, passenger id unique id. Each id takes the forum for trailing, for leading G's and 2 trailing piece. Oh, no, it's actually those are the indicates the group passenger and P is the number within the group actually read instead of guessing, people in the group are often family members, but not all ways.","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
192,3r2sh20ei,Space,1:09:32,FALSE,Interactive,,data_dictionary,Home planet– The planet the passenger departed from typically their planet of permanent residence.,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
193,3r2sh20ei,Space,1:09:40,FALSE,Interactive,,data_dictionary,Cryosleep indicates whether the passenger elected to be put into suspended animation for the duration of the voyage. Those in cryosleep are confined to their cabinets,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
194,3r2sh20ei,Space,1:09:47,FALSE,Interactive,,data_dictionary,"the cabin number, where the passenger is staying. Some to the Deck side where it can either be P for port or Reported as S for starboard.","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
195,3r2sh20ei,Space,1:09:57,FALSE,Interactive,,data_dictionary,destination planet passengers debarking to,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
196,3r2sh20ei,Space,1:10:00,FALSE,Interactive,,data_dictionary,age of the passenger,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
197,3r2sh20ei,Space,1:10:03,FALSE,Interactive,,data_dictionary,Vip. did they pay extra money and therefore maybe get saved more?,"data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
198,3r2sh20ei,Space,1:10:13,FALSE,Interactive,,data_dictionary,"Room service, Food court, shopping was how much each person was billed at each of the main luxury amenities","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
199,3r2sh20ei,Space,1:10:17,FALSE,Interactive,,data_dictionary,"name, first and last names.","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
200,3r2sh20ei,Space,1:10:20,FALSE,Interactive,,data_dictionary,"perished. Whether they did or not true indicates, perished, and false indicates that the individual survived. Assuming that true and false indicates that they were rescued","data_dictionary, ",,,,,,,,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
201,3r2sh20ei,Space,1:11:03,FALSE,Interactive,distribution (categorical),profile,So we have 4 – No – 3 different home planets and nulls.,"profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution range [min, max]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
202,3r2sh20ei,Space,1:11:18,FALSE,Interactive,,profile,"Oh, there's some that say null rather than Nan's","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,,missing data,DATASET,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
203,3r2sh20ei,Space,1:11:46,FALSE,Interactive,distribution (categorical),profile,Cabin. A lot of different cabins obviously.,"profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
204,3r2sh20ei,Space,1:11:50,FALSE,Interactive,distribution (categorical),profile,"5,000 unique passenger ids. Presumably they're only in here once.","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
205,3r2sh20ei,Space,1:11:59,FALSE,Interactive,distribution  (continuous),profile,"VIP, room service, food court, shopping Mall. Most people didn't spend a lot. Some people spent a lot on those things.","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
206,3r2sh20ei,Space,1:12:09,FALSE,Interactive,distribution (categorical),profile,"Oh, names. 4872. so some passenger ids are in there more than once.","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
207,3r2sh20ei,Space,1:12:36,FALSE,Interactive,distribution (categorical),profile,"Oh, there are some people have the same name.","profile_dataframe_3r2sh20eispace, unique_passenger_id_3r2sh20eispace,",,,,unique_passenger_id_3r2sh20eispace,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",df.PassengerId.nunique(),,"profile_dataframe_3r2sh20eispace, unique_passenger_id_3r2sh20eispace","visualization, other"," columns = df.columns
 alx.profile(df,vars=columns) df.PassengerId.nunique() "
208,3r2sh20ei,Space,1:12:49,FALSE,Interactive,distribution (categorical),profile,Survived. pretty even split between survived and didn't survive,"profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
209,3r2sh20ei,Space,1:14:12,FALSE,Interactive,,profile,"There's null in Vip, so I'm just curious.","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,,missing data,DATASET,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
210,3r2sh20ei,Space,1:14:57,FALSE,Interactive,,dataframe_profile,"Okay, this makes sense. So all of these NaN's are nulls on the above correct","profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace,",,,,"vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace",,,profile_dataframe_3r2sh20eispace,,,,missing data,DATASET,,"columns = df.columns
 alx.profile(df,vars=columns)",df.VIP.value_counts() df[df.isnull().any(axis=1)],,"profile_dataframe_3r2sh20eispace, vip_value_counts_3r2sh20eispace, null_rows_dataframe_3r2sh20eispace","visualization, other, dataframe","columns = df.columns
 alx.profile(df,vars=columns) df.VIP.value_counts() df[df.isnull().any(axis=1)]"
211,3r2sh20ei,Space,1:15:13,FALSE,Interactive,,profile,[Talking about the profiler showing nulls] It was helpful if they show up. Most obscure it. So I'm glad they're at least displayed.,"profile_dataframe_3r2sh20eispace,",,Note: not a data utterance,,,,,profile_dataframe_3r2sh20eispace,,,,missing data,DATASET,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
212,3r2sh20ei,Space,1:15:19,FALSE,Interactive,relationship (categorical X continuous),profile,"okay. So now I'm curious about the relationship between the rich people is obviously where my first thing goes, people were able to spend a lot of money, and whether or not they survived.","profile_dataframe_3r2sh20eispace,",,,,,,,profile_dataframe_3r2sh20eispace,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
213,3r2sh20ei,Space,1:16:46,FALSE,Interactive,,none,"okay, so it's very new. So I feel like, I'm having trouble figure out exactly what I want to do, but I know that I want to do some stuff very officially.",,,,,,,,,,,,plan of action,ANALYSIS PROCESS,,,,,,,   
214,3r2sh20ei,Space,1:17:22,FALSE,Interactive,relationship (categorical X continuous),profile,"All right, I'm going to actually think rather than trying stuff. So what I want to do is ultimately I want to look at the section of people who lived. survived or not. by a bunch of these other things like Food Court,","profile_dataframe_3r2sh20eispace,",,TODO: continue coding (because I don't think this is the end?),,,,,profile_dataframe_3r2sh20eispace,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,,"columns = df.columns
 alx.profile(df,vars=columns)",,,profile_dataframe_3r2sh20eispace,visualization," columns = df.columns
 alx.profile(df,vars=columns)  "
215,3r2sh20ei,Space,1:30:32,FALSE,Interactive,,none,survived is a Boolean,"dataframe_dtypes_3r2sh20eispace,",,,,,,,dataframe_dtypes_3r2sh20eispace,,,,variable metadata,DATASET,,df.dtypes,,,dataframe_dtypes_3r2sh20eispace,other, df.dtypes  
216,3r2sh20ei,Space,1:31:58,FALSE,Interactive,relationship (categorical X continuous),double-profiler,"They [hovering over survived profiler in double profiler] spent significantly more seems plausible. Given the x-axis– which is, by the way, a bad way to do this– the people who survived seems like the richest people.","profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace,",,Seemed incorrect (noted in talk aloud),Distribution range (but looking ultimately at the relationship ie the change in range),,,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace",,,relationship (categorical X continuous),relationship faceted distribution characterization,RELATIONSHIP,,"survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)",,,"profile_survived-2_3r2sh20eispace, profile_deceased_3r2sh20eispace","visualization, other","survived = df[df.survived > 0]
 alx.profile(survived) deceased = df[df.survived == 0]
 alx.profile(deceased)"
