,All representations,,,,Condition,,Data Type,Didn't use interaction,,,,,,,Insight Description,Justification,,,Notebook,,,,,PID,,Python Used,,,,,,Timestamp,,,Utterance,Was Interaction Used,Was Recapped,Was Vis used,group,interaction_used,,,Data Type,UtteranceType,highlevel,Was Interaction Used_content,Was Vis used_content,Python Used_content,Other representation_content,joined,output_types,combined_content
105,"highlight_brush_profile_lkin27js09bhappiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,lkin27js09b,,,,,,,,01:17:25,,,"Does your model account for you know, If everything's going right, then people should be happy or over time. So do you, Does you? Does your baseline change, or does it stay the same?",highlight_brush_profile_lkin27js09bhappiness,,,profile,TRUE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)",,,,highlight_brush_profile_lkin27js09bhappiness,visualization,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)   "
106,"highlight_brush_profile_lkin27js09bhappiness, intro_text,",,,,Interactive,,"relationship (multivariate)
",,,,,,,,,,,,Happiness,,,,,lkin27js09b,,,,,,,,01:18:03,,, I'm sure that some countries score higher than other countries on a consistent basis.,highlight_brush_profile_lkin27js09bhappiness,,,profile,TRUE,,,"relationship (multivariate)
",relationship form (linearity/non-linearity),RELATIONSHIP,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)",,,,"highlight_brush_profile_lkin27js09bhappiness, intro_text",visualization,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)   "
107,"highlight_brush_profile_lkin27js09bhappiness, intro_text,",,,,Interactive,,distribution  (continuous),,,,,,,,,"Coded as variance as it seemed to be the primary goal of the utterance whereas countries could be used as a general data entity (like ""people names"")",,,Happiness,,,,,lkin27js09b,,,,,,,,1:18:12,,,"I guess the hard part is trying to gauge that as a as a global score. when you can have so many different, you know, a lot of variance of happiness probably among all these different countries.",highlight_brush_profile_lkin27js09bhappiness,,,profile,TRUE,,,distribution  (continuous),"distribution variance (sd, var)",VARIABLE,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)",,,,"highlight_brush_profile_lkin27js09bhappiness, intro_text",visualization,"columns = df.columns
 alx.highlight_brush() + alx.profile(df,vars=columns)   "
108,"interactive_tutorial, ",,,,Interactive,,,,,,,,,,Planning ,,,,Happiness,,,,,lkin27js09b,,,,,,,,01:18:52,,,Then I'd probably just make one of these for each of the attributes. ,,,,none,FALSE,,,,plan of action,ANALYSIS PROCESS,,,,,interactive_tutorial,,   
109,"barplot_country2_lkin27js09bhappiness,",,,,Interactive,,,,,,,,,,"Planning, talking about how I'd group up this data to make it easier to analyze.",,,,Happiness,,,,,lkin27js09b,,,,,,,,01:23:21,,,"I would probably first stretch it out. Use the brush to to get just, you know, to functionality. ",barplot_country2_lkin27js09bhappiness,,,barplot,FALSE,,,,representation comment,ANALYSIS PROCESS,"alx.barplot(df,x='country',y='happinessScore')",,,,barplot_country2_lkin27js09bhappiness,visualization,"alx.barplot(df,x='country',y='happinessScore')   "
110,,,,,,,distribution (categorical),,,,,,,,,,,,,,,,,,,,,,,,,,,,"And then if I had more time to do something like this, group these countries into subgroups, whether that's continents or you know smaller subsets to see if there's– you know it's tough to try to gauge that at the country level– so I think you could probably bridge that by grouping them into some sort of, you know, probably North America, South America.",barplot_country2_lkin27js09bhappiness,,,barplot,FALSE,,,distribution (categorical),plan of action,ANALYSIS PROCESS,"alx.barplot(df,x='country',y='happinessScore')",,,,barplot_country2_lkin27js09bhappiness,visualization,"alx.barplot(df,x='country',y='happinessScore')   "
111,"combined_profile_brush_bar6_lkin27js09bhappiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,Happiness,,,,,lkin27js09b,,,,,,,,01:34:52,,,"Generally happier countries have more freedom, a higher life expectancy, more social support, generosity, less corruption. Relatively.",combined_profile_brush_bar6_lkin27js09bhappiness,,,Multi-view Chart,TRUE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)",,,,combined_profile_brush_bar6_lkin27js09bhappiness,visualization,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)"
112,"combined_profile_brush_bar6_lkin27js09bhappiness,",,,,Interactive,,,,,,,,,,,,,,Happiness,,,,,lkin27js09b,,,,,,,,1:35:40,,,People have spent their whole lives studying this. So I'm sure there are a lot of factors.,combined_profile_brush_bar6_lkin27js09bhappiness,,,Multi-view Chart,TRUE,,,,plan of action,ANALYSIS PROCESS,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)",,,,combined_profile_brush_bar6_lkin27js09bhappiness,visualization,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)"
113,"combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph,",,,,Interactive,,,Didn't use interaction,,,,,,,"Not really a data observation, but more so a meta-level doubt about the data itself. That some of the measured values for countries are subjective in nature. ",,,,Happiness,,,,,lkin27js09b,,,,,,,,01:36:23,,,"So i'd be curious to have this study the data collected from the folks on this end [pointing towards low happiness score countries in a sorted bar chart].  to see where the variance is from. You know these scores are all kind of their perception. These are all kinds of perceptions.
",combined_profile_brush_bar6_lkin27js09bhappiness,,,Multi-view Chart,FALSE,,,,data provenance,DATASET,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)",,,,"combined_profile_brush_bar6_lkin27js09bhappiness, brush and average happiness bar graph",visualization,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)"
114,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness,",,,,Interactive,,,Didn't use interaction,,,,,,,Note: no missing data seen directly? Just assumes?,,,,Happiness,,,,,lkin27js09b,,df_print3_lkin27js09bhappiness,,,,,,01:37:11,,,"I mean, i'm sure there's probably some missing data sets.",combined_profile_brush_bar6_lkin27js09bhappiness,,,Multi-view Chart,FALSE,,,,missing data,DATASET,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)",,print(df),,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness","visualization, other","alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)  print(df)"
115,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,"Added the ""higher life exp....happiness scores."" as that was written in notebook. ",,,,Happiness,,,,,lkin27js09b,,df_print3_lkin27js09bhappiness,,,,,,01:37:49,,,"Countries with higher GDP, less corruption, more freedom, higher life expectancy, generally have higher happiness scores.",combined_profile_brush_bar6_lkin27js09bhappiness,,,Multi-view Chart,TRUE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)",,print(df),,"combined_profile_brush_bar6_lkin27js09bhappiness, df_print3_lkin27js09bhappiness","visualization, other","alx.highlight_brush() + alx.profile(df,vars=df.columns) & alx.barplot(df,x='country',y='average(happinessScore)', sort='-y', width=1200)  print(df)"
116,"display_head_dataframe_li832lin23space,",,,,Static,,,,,,,,,,,,,,Space,,,,,li832lin23,,display_head_dataframe_li832lin23space,,,,,,00:14:28,,,Survived is the outcome variable,,,,dataframe,FALSE,,,,data orientation,DATASET,,,df.head(),,display_head_dataframe_li832lin23space,dataframe,  df.head() 
117,"log_transform_roomservice_hist_li832lin23space,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:22:38,,,"there is a like semi-normal – I'm not using that like a statistical distribution – that  like it's slightly skew to the – Oh, I cannot remember which one it is– right. which is, which has a slightly long tale to the right that is what i'm saying.",,,log_transform_roomservice_hist_li832lin23space,hist,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"import numpy as np 
 

 df['log_room'] = np.log(df['RoomService'])
 alx.hist(df, x= 'log_room')",,,log_transform_roomservice_hist_li832lin23space,visualization," import numpy as np 
 

 df['log_room'] = np.log(df['RoomService'])
 alx.hist(df, x= 'log_room')  "
118,"log_transform_foodcourt_hist_li832lin23space,",,,,Static,,distribution  (continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:23:25,,,"yeah, it looks very similar in terms of a shape.",,,log_transform_foodcourt_hist_li832lin23space,hist,FALSE,,,distribution  (continuous),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"df['log_food'] = np.log(df['FoodCourt'])
 alx.hist(df, x= 'log_food')",,,log_transform_foodcourt_hist_li832lin23space,visualization," df['log_food'] = np.log(df['FoodCourt'])
 alx.hist(df, x= 'log_food')  "
119,"barplot_survived_homeplanet_7_li832lin23space,",,,,Static,,,,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:26:29,,,There are a bunch of nulls now.,,,barplot_survived_homeplanet_7_li832lin23space,barplot,FALSE,,,,missing data,DATASET,,"alx.barplot(df,x='Survived:N',y='count()',color='Survived:N',column='HomePlanet')",,,barplot_survived_homeplanet_7_li832lin23space,visualization," alx.barplot(df,x='Survived:N',y='count()',color='Survived:N',column='HomePlanet')  "
120,"barplot_survived_homeplanet_7_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:26:40,,,Earth had more people who survived than Europa had – I mean proportionally.,,,barplot_survived_homeplanet_7_li832lin23space,barplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.barplot(df,x='Survived:N',y='count()',color='Survived:N',column='HomePlanet')",,,barplot_survived_homeplanet_7_li832lin23space,visualization," alx.barplot(df,x='Survived:N',y='count()',color='Survived:N',column='HomePlanet')  "
121,"barplot_survived_cryosleep_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:27:59,,,"Oh, this is very pronounced. People who weren't in cryosleep sleep were more likely to survive.",,,barplot_survived_cryosleep_li832lin23space,barplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')",,,barplot_survived_cryosleep_li832lin23space,visualization," alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')  "
122,"barplot_survived_destination_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:28:36,,,Canori E has proportionally fewer survivors. ,,,barplot_survived_destination_li832lin23space,barplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='Destination')",,,barplot_survived_destination_li832lin23space,visualization," alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='Destination')  "
123,"barplot_survived_destination_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,28:43,,,More than were going to TRAPPIST.,,,barplot_survived_destination_li832lin23space,barplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='Destination')",,,barplot_survived_destination_li832lin23space,visualization," alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='Destination')  "
124,"stripplot_age_survived_2_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:32:16,,,There is no perceptible difference [discussing Age between survived and not survived],,,stripplot_age_survived_2_li832lin23space,stripplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.stripplot(df,x='Age',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal",,,stripplot_age_survived_2_li832lin23space,visualization," alx.stripplot(df,x='Age',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal  "
125,"barplot_survived_cryosleep_li832lin23space,",,,,Static,,distribution (categorical),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:32:59,,,"I think maybe the VIP people survive a little more. It's hard to say, given the proportional difference.
",,,barplot_survived_cryosleep_li832lin23space,barplot,FALSE,,,distribution (categorical),"distribution shape [shape, skew, kurtosis]",VARIABLE,,"alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')",,,barplot_survived_cryosleep_li832lin23space,visualization," alx.barplot(df,x='survived:N',y='count()',color='survived:N',column='CryoSleep')  "
126,"display_dataframe_columns_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:33:40,,,I guess people who survived well likely to spend more money in the Spa.,,,display_dataframe_columns_li832lin23space,columns,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,df.columns,,,display_dataframe_columns_li832lin23space,columns, df.columns  
127,"data_dictionary, ",,,,Static,,relationship (categorical X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:34:19,,,"Oh, there's no income variable is there. I guess the VIP variable is a proxy",,,,data_dictionary,FALSE,,,relationship (categorical X continuous),relationship existence / non-existence,RELATIONSHIP,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
128,"stripplot_logroom_survived_li832lin23space,",,,,Static,,relationship (categorical X continuous),,,,,,,,Used after a s,,,,Space,,,,,li832lin23,,,,,,,,00:34:39,,,"I would say people who spend more money are more likely to survive, ",,,stripplot_logroom_survived_li832lin23space,stripplot,FALSE,,,relationship (categorical X continuous),relationship strength and/or direction,RELATIONSHIP,,"alx.stripplot(df,x='log_room',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal",,,stripplot_logroom_survived_li832lin23space,visualization," alx.stripplot(df,x='log_room',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal  "
129,"stripplot_logroom_survived_li832lin23space,",,,,Static,,relationship (categorical X categorical),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,34:44,,,maybe is also capturing things like the vip are maybe more likely to survive.,,,stripplot_logroom_survived_li832lin23space,stripplot,FALSE,,,relationship (categorical X categorical),relationship strength and/or direction,RELATIONSHIP,,"alx.stripplot(df,x='log_room',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal",,,stripplot_logroom_survived_li832lin23space,visualization," alx.stripplot(df,x='log_room',row='survived',color='survived:N')
 # NOTE: we use cluster:N to tell alx, cluster is nominal  "
130,"heatmap_correlation_matrix_li832lin23space,",,,,Static,,relationship (continuous X continuous),,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:35:43,,,"I mean, obviously the variables are correlated with the logs",,,heatmap_correlation_matrix_li832lin23space,heatmap,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,,alx.heatmap(correlation_matrix),,,heatmap_correlation_matrix_li832lin23space,visualization, alx.heatmap(correlation_matrix)  
131,"mean_isnull_li832lin23space,",,,,Static,,,,,,,,,,,,,,Space,,,,,li832lin23,,,,,,,,00:36:51,,,It's a much better data quality than most real data sets. So not many nulls.,,,mean_isnull_li832lin23space,none,FALSE,,,,missing data,DATASET,,df.isnull().mean(),,,mean_isnull_li832lin23space,other, df.isnull().mean()  
132,"data_dictionary, ",,,,Interactive,,,,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:02:57,,,It's nice when they give you the log variables,,,,data_dictionary,FALSE,,,,data provenance,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
133,"data_dictionary, ",,,,Interactive,,,,,,,,,,"Note: this is incorrect, the question asked people was binary, but the data item is continuous (0-1)",,,,happiness,,,,,li832lin23,,,,,,,,01:03:15,,,[socialSupport] this one's a binary.,,,,data_dictionary,FALSE,,,,variable metadata,DATASET,,,,data_dictionary,data_dictionary,data_dictionary,   data_dictionary
134,"df_profile_all_li832lin23happiness,",,,,Interactive,,,,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:04:55,,,"You know, I thought social support was supposed to be binary. Oh it was the national average.",,,df_profile_all_li832lin23happiness,profile,FALSE,,,,variable metadata,DATASET,,"columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)",,,df_profile_all_li832lin23happiness,visualization," columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)  "
135,"df_profile_all_li832lin23happiness,",,,,Interactive,,,,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:05:36,,,"No, nothing looks especially interesting. So I guess this just means make a bunch of plots.",,,df_profile_all_li832lin23happiness,profile,FALSE,,,,plan of action,ANALYSIS PROCESS,,"columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)",,,df_profile_all_li832lin23happiness,visualization," columns = df.columns # returns list of column names [""year"",""country""...]
 alx.profile(df,vars=columns)  "
136,,,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:06:14,,,"I will just do a bunch of variable set of plots with happiness against the other variables, and then, when I want to break it out, I will, By country which is the only available form of categorization.",,,,none,FALSE,,,relationship (continuous X continuous),relationship existence / non-existence,RELATIONSHIP,,,,,,,   
137,"corr_heatmap_li832lin23happiness,",,,,Interactive,,,,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:06:55,,,"Oh, obviously I have to do this [make a correlation heatmap], but everyone does it all the time. Will it tell me anything? It will not. It never does. ",,,corr_heatmap_li832lin23happiness,heatmap,FALSE,,,,representation comment,ANALYSIS PROCESS,,"correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix)",,,corr_heatmap_li832lin23happiness,visualization," correlation_matrix = df.corr()
 alx.heatmap(correlation_matrix)  "
138,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,,didn't use interaction,,,,,,,Occured right after drew a brush on the chart. ,,,,happiness,,,,,li832lin23,,,,,,,,01:08:50,,,"There are interactive charts that people, people meaning me, just are clicking around and like ""cool. I have no analytical thought I'm just clicking things. """,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,FALSE,,,,representation comment,ANALYSIS PROCESS,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
139,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),didn't use interaction,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:09:07,,,"in general, happinessScore goes up with life expectancy",tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
140,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:09:23,,,"Haiti's life expectancy is this [tooltip present] like this is concerning me. I have to look at it.
",tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),outlier (relationship),RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
141,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,"""Specifically says at 1:26:13, that's not something I would have seen without the toolltip""",,,,happiness,,,,,li832lin23,,,,,,,,01:09:23,,," Okay, I mean, I guess it makes sense. But this is like constantly, you know, for a lower life expectancy. Okay. just very little life expectancy, not much happiness",tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),outlier (relationship),RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
142,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),Didn't use interaction,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:09:50,,,"But the general train is yeah, the longer you live the happier you are ",tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
143,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),Didn't use interaction,,,,,,,"Not an observation, strategy",,,,happiness,,,,,li832lin23,,,,,,,,01:09:56,,,I don't know why I put the interaction into there actually. I think it's just so I can look at outliers. ,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),representation comment,ANALYSIS PROCESS,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
144,"tooltip_brush_jointplot_gen_GDP_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:10:31,,,"Money go up, happiness go up. Big surprise.",tooltip_brush_jointplot_gen_GDP_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(generous,x='happinessScore',y='logGDPPerCapita')",,,,tooltip_brush_jointplot_gen_GDP_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(generous,x='happinessScore',y='logGDPPerCapita')   "
145,"tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,",,,,Interactive,,,,,,,,,,after copying brush of haiti (outlier) to query and seeing dataframe.,,,,happiness,,,,,li832lin23,,,,,,,,01:11:06,,,"Oh, this is so cool. Okay, it's still so cool.",tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,,,scatterplot,TRUE,,,,representation comment,ANALYSIS PROCESS,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')",,,,tooltip_brush_jointplot_happ_lifeExp3_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y='lifeExpectancy')   "
146,"display_haiti_li832lin23happiness,",,,,Interactive,,distribution  (continuous),,,,,,,,Used interaction to generate,,,,happiness,,,,,li832lin23,,display_haiti_li832lin23happiness,,,,,,01:11:13,,,"Yeah, no, I don't these life expectencies are like what?",,,,dataframe,FALSE,,,distribution  (continuous),outlier (relationship),RELATIONSHIP,,,haiti,,display_haiti_li832lin23happiness,dataframe,  haiti 
147,"display_haiti_li832lin23happiness,",,,,Interactive,,distribution  (continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,display_haiti_li832lin23happiness,,,,,,01:11:24,,,"If this was a real thing. I would be highlighting it and saying ""Does anyone else see this?""",,,,dataframe,FALSE,,,distribution  (continuous),outlier (relationship),RELATIONSHIP,,,haiti,,display_haiti_li832lin23happiness,dataframe,  haiti 
148,"tooltip_brush_jointplot_happ_col5_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),didn't use interaction,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:12:00,,,"Freedom goes up, happiness goes up. Groundbreaking again.",tooltip_brush_jointplot_happ_col5_li832lin23happiness,,,scatterplot,FALSE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[5])",,,,tooltip_brush_jointplot_happ_col5_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[5])"
149,"tooltip_brush_jointplot_happ_col6_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:12:15,,,"This this one's funny shape. So there are, like all these countries up here where generosity is good. But happiness is like mid-range. So who are these people?",tooltip_brush_jointplot_happ_col6_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),relationship range constriction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[6])",,,,tooltip_brush_jointplot_happ_col6_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[6])"
150,"tooltip_brush_jointplot_happ_col6_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:13:39,,,"Well roughly, they show the same trend. Well, roughly. It's I don't know it's hard to say anything qualitatively different.",tooltip_brush_jointplot_happ_col6_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),relationship strength and/or direction,RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[6])",,,,tooltip_brush_jointplot_happ_col6_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[6])"
151,"tooltip_brush_jointplot_happ_col7_li832lin23happiness,",,,,Interactive,,relationship (continuous X continuous),,,,,,,,,,,,happiness,,,,,li832lin23,,,,,,,,01:14:23,,,"Oh, Oh, Oh! On right side of the chart You're like well, the lower corruption is the higher happiness is, but in general this is a big amorphous cloud where everyone is very corrupt. it's like, what are you gonna do about it. No one cares. ",tooltip_brush_jointplot_happ_col7_li832lin23happiness,,,scatterplot,TRUE,,,relationship (continuous X continuous),relationship form (linearity/non-linearity),RELATIONSHIP,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])",,,,tooltip_brush_jointplot_happ_col7_li832lin23happiness,visualization,"alx.highlight_brush() + alx.tooltip_hover() + alx.jointplot(df,x='happinessScore',y=df.columns[7])"
